0.56818,0.14723,0.12206,0.13858,0.13009,0.14713,0.11775,0.11715,0.13258,0.1227,0.12309,0.12617,0.1301,0.13098,0.14458,0.11691,0.16984,0.15193,0.11547,0.12282,0.1197,0.12754,0.12263,0.12424,0.13571,0.12894,0.16708,0.12231,0.13855,0.13218,0.12276,0.11275,0.11919,0.2639,0.13036,0.1216,0.14578,0.12276,0.16259,0.11774,0.18911,0.89113,0.15437,0.12225,0.159,0.1336,0.11686,0.14838,0.42513,0.46986,0.1331,0.2257,0.13563,0.12556,0.12287,0.12048,0.99672,0.20792,0.64941,0.13593,0.17613,0.14517,0.13021,0.14557
0.14261,0.14122,0.12448,0.13099,0.12531,0.12482,0.12459,0.12685,0.52175,0.15928,0.12845,0.13148,0.1261,0.24012,0.12376,0.13576,0.5786,0.14633,0.19186,0.13469,0.12462,0.17117,0.11971,0.12798,0.23514,0.37444,0.13063,0.16762,0.1404,0.11832,0.14104,0.12529,0.99632,0.12276,0.11958,0.12735,0.11669,0.13574,0.13932,0.12721,0.42407,0.12262,0.19605,0.12509,0.13889,0.13954,0.11421,0.11675,0.92122,0.18135,0.18079,0.15576,0.1171,0.11247,0.12872,0.11733,0.15725,0.2339,0.19543,0.12408,0.12739,0.1169,0.12043,0.12254
0.99607,0.32817,0.19526,0.12715,0.12405,0.13307,0.13935,0.1078,0.13294,0.16632,0.1406,0.1368,0.12278,0.13533,0.1444,0.12369,0.2015,0.13621,0.13365,0.13191,0.11404,0.12292,0.11877,0.12152,0.46131,0.1383,0.14443,0.12184,0.15541,0.12696,0.12156,0.12194,0.1425,0.89039,0.14944,0.11978,0.12473,0.1262,0.12031,0.12935,0.77648,0.13667,0.13241,0.12276,0.12299,0.12311,0.15089,0.10926,0.23708,0.43691,0.2477,0.194,0.14881,0.15508,0.13804,0.13212,0.99651,0.13301,0.16937,0.12391,0.15696,0.15249,0.12052,0.1586
0.6052,0.22549,0.12571,0.12698,0.14849,0.12278,0.11994,0.12724,0.12392,0.1512,0.12715,0.11443,0.13294,0.13425,0.12117,0.12268,0.75232,0.13413,0.12088,0.12837,0.11885,0.12568,0.11712,0.11985,0.99642,0.9728,0.14615,0.11889,0.12847,0.17153,0.1318,0.1189,0.13068,0.49443,0.17481,0.19484,0.12121,0.12217,0.11895,0.12009,0.2044,0.14377,0.17727,0.12901,0.11662,0.12052,0.12494,0.13423,0.99615,0.13084,0.12519,0.16939,0.15864,0.14799,0.16074,0.1241,0.53626,0.12921,0.14547,0.1181,0.11636,0.12699,0.13085,0.12392
0.12781,0.13295,0.13513,0.12737,0.14044,0.12712,0.13786,0.13582,0.12677,0.13338,0.12286,0.12435,0.12408,0.13633,0.12425,0.11649,0.28933,0.19553,0.14077,0.134,0.14009,0.12237,0.12567,0.12895,0.57069,0.17359,0.13793,0.15824,0.15518,0.11418,0.14114,0.11271,0.12522,0.12885,0.13591,0.11795,0.12189,0.11808,0.13562,0.12981,0.25801,0.17788,0.13608,0.13147,0.12652,0.11895,0.1217,0.12086,0.36992,0.25823,0.13372,0.1407,0.18395,0.12486,0.12752,0.12676,0.15088,0.19191,0.16283,0.12729,0.12455,0.16262,0.12366,0.11792
0.12339,0.13477,0.12557,0.12376,0.12031,0.11393,0.1186,0.11868,0.64939,0.16797,0.12938,0.12362,0.13025,0.12039,0.12807,0.13166,0.12888,0.26509,0.22553,0.16854,0.12439,0.1632,0.15143,0.12311,0.99524,0.12471,0.13103,0.16623,0.11705,0.11425,0.12192,0.13266,0.11673,0.14732,0.1696,0.14105,0.13504,0.13587,0.12668,0.12317,0.14226,0.15586,0.12658,0.12265,0.13492,0.13071,0.11623,0.12377,0.32979,0.1389,0.12779,0.13455,0.14474,0.16061,0.17694,0.12154,0.16284,0.12716,0.21958,0.16138,0.16308,0.11985,0.134,0.15425
0.12471,0.1261,0.14149,0.13403,0.14638,0.14738,0.12967,0.13993,0.98902,0.13269,0.13243,0.12607,0.13636,0.13218,0.13839,0.12313,0.12587,0.12272,0.11885,0.13156,0.12498,0.13135,0.12092,0.12663,0.99364,0.14017,0.17058,0.12479,0.1155,0.13517,0.11675,0.13077,0.12137,0.14513,0.14727,0.1485,0.12306,0.1227,0.12798,0.13642,0.99637,0.12338,0.36242,0.12786,0.12656,0.14364,0.11369,0.16201,0.36256,0.18522,0.31066,0.14133,0.12806,0.11591,0.15357,0.13306,0.99659,0.56425,0.15994,0.12756,0.21906,0.12172,0.11915,0.12979
0.74129,0.20164,0.11839,0.14792,0.13422,0.12344,0.12269,0.11566,0.5796,0.12409,0.41418,0.14633,0.16699,0.127,0.11623,0.12822,0.17832,0.12763,0.12326,0.12348,0.12048,0.17028,0.11794,0.13388,0.13675,0.12335,0.14454,0.15223,0.15668,0.14117,0.13682,0.17931,0.9118,0.16385,0.13888,0.1361,0.12605,0.13089,0.13713,0.12678,0.99395,0.19287,0.12641,0.14947,0.11951,0.12377,0.12328,0.12426,0.34412,0.29872,0.12587,0.1354,0.15899,0.1307,0.11177,0.12188,0.51117,0.62975,0.37446,0.18774,0.12353,0.13632,0.12016,0.12834
0.29883,0.17547,0.14909,0.13706,0.12494,0.13168,0.13046,0.11842,0.69508,0.15847,0.11317,0.18388,0.2676,0.12486,0.13328,0.12747,0.99669,0.1472,0.124,0.12402,0.13501,0.11683,0.12443,0.12674,0.16652,0.60544,0.13248,0.12801,0.12216,0.13079,0.17508,0.13442,0.78964,0.12432,0.26112,0.12606,0.12033,0.12596,0.11782,0.12302,0.52113,0.24891,0.14206,0.16326,0.14072,0.16605,0.11628,0.11337,0.5186,0.14328,0.12976,0.13801,0.14546,0.12115,0.17705,0.11391,0.33475,0.28758,0.13086,0.1379,0.12683,0.25267,0.12207,0.11692
0.14624,0.14723,0.13253,0.14864,0.13978,0.11963,0.1239,0.11871,0.32337,0.12727,0.14747,0.12933,0.124,0.12737,0.12467,0.11708,0.84162,0.12295,0.12707,0.12047,0.14059,0.12326,0.12405,0.13888,0.85935,0.16371,0.16435,0.13321,0.13094,0.12201,0.11572,0.11697,0.12952,0.56337,0.19922,0.1214,0.23621,0.12689,0.12066,0.13679,0.35127,0.79159,0.20288,0.12378,0.1398,0.13853,0.14151,0.13112,0.96405,0.14867,0.13614,0.13192,0.22407,0.13421,0.12952,0.11779,0.45808,0.14765,0.17524,0.14431,0.12646,0.14277,0.14315,0.15526
